StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
QLD,158,Dawson,38220,ON,Pauline Hanson's One Nation,HALL,Julie,2,37485,LNP,Liberal National Party of Queensland,WILLCOX,Andrew,1,8240,67.05
QLD,158,Dawson,36497,GAP,The Great Australian Party,JACKSON,Jim,4,37234,ALP,Australian Labor Party,HAMILTON,Shane,3,904,46.41
QLD,158,Dawson,36497,GAP,The Great Australian Party,JACKSON,Jim,4,37485,LNP,Liberal National Party of Queensland,WILLCOX,Andrew,1,1044,53.59
QLD,158,Dawson,35974,UAPP,United Australia Party,YOUNG,Christian Nigel,5,37234,ALP,Australian Labor Party,HAMILTON,Shane,3,1532,41.26
QLD,158,Dawson,35974,UAPP,United Australia Party,YOUNG,Christian Nigel,5,37485,LNP,Liberal National Party of Queensland,WILLCOX,Andrew,1,2181,58.74
QLD,158,Dawson,37289,KAP,Katter's Australian Party (KAP),PATERSON,Ciaron,6,37234,ALP,Australian Labor Party,HAMILTON,Shane,3,2234,43.05
QLD,158,Dawson,37289,KAP,Katter's Australian Party (KAP),PATERSON,Ciaron,6,37485,LNP,Liberal National Party of Queensland,WILLCOX,Andrew,1,2955,56.95
QLD,158,Dawson,37343,GRN,Queensland Greens,CREEN,Paula,7,37234,ALP,Australian Labor Party,HAMILTON,Shane,3,5274,79.01
QLD,158,Dawson,37343,GRN,Queensland Greens,CREEN,Paula,7,37485,LNP,Liberal National Party of Queensland,WILLCOX,Andrew,1,1401,20.99
QLD,252,Dickson,0,NA,NA,First Preferences,NA,0,37235,ALP,Australian Labor Party,FRANCE,Ali,7,31396,42.98
QLD,252,Dickson,0,NA,NA,First Preferences,NA,0,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,41657,57.02
QLD,252,Dickson,36122,IND,Independent,BUCHBACH,Alan,1,37235,ALP,Australian Labor Party,FRANCE,Ali,7,1063,47.84
QLD,252,Dickson,36122,IND,Independent,BUCHBACH,Alan,1,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,1159,52.16
QLD,252,Dickson,37307,LDP,Liberal Democrats,RUSSELL,Lloyd,2,37235,ALP,Australian Labor Party,FRANCE,Ali,7,302,24.43
QLD,252,Dickson,37307,LDP,Liberal Democrats,RUSSELL,Lloyd,2,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,934,75.57
QLD,252,Dickson,28148,IND,Independent,PROHASKA,Thor,4,37235,ALP,Australian Labor Party,FRANCE,Ali,7,1049,64.83
QLD,252,Dickson,28148,IND,Independent,PROHASKA,Thor,4,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,569,35.17
QLD,252,Dickson,38222,ON,Pauline Hanson's One Nation,GIBSON,Tamera,5,37235,ALP,Australian Labor Party,FRANCE,Ali,7,1616,30.42
QLD,252,Dickson,38222,ON,Pauline Hanson's One Nation,GIBSON,Tamera,5,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,3696,69.58
QLD,252,Dickson,35977,UAPP,United Australia Party,WARD,Alina Karen,6,37235,ALP,Australian Labor Party,FRANCE,Ali,7,1246,45.86
QLD,252,Dickson,35977,UAPP,United Australia Party,WARD,Alina Karen,6,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,1471,54.14
QLD,252,Dickson,37345,GRN,Queensland Greens,BATTEN,Vinnie,8,37235,ALP,Australian Labor Party,FRANCE,Ali,7,11161,86.71
QLD,252,Dickson,37345,GRN,Queensland Greens,BATTEN,Vinnie,8,37493,LNP,Liberal National Party of Queensland,DUTTON,Peter,3,1710,13.29
QLD,159,Fadden,0,NA,NA,First Preferences,NA,0,37238,ALP,Australian Labor Party,DEL FABBRO,Letitia,2,23638,33.37
QLD,159,Fadden,0,NA,NA,First Preferences,NA,0,37495,LNP,Liberal National Party of Queensland,ROBERT,Stuart,5,47190,66.63
QLD,159,Fadden,37695,IND,Independent,BROOKER,Stewart Gordon,1,37238,ALP,Australian Labor Party,DEL FABBRO,Letitia,2,2834,64.31
QLD,159,Fadden,37695,IND,Independent,BROOKER,Stewart Gordon,1,37495,LNP,Liberal National Party of Queensland,ROBERT,Stuart,5,1573,35.69
QLD,159,Fadden,35975,UAPP,United Australia Party,O'BRIEN,Nathan Grant,3,37238,ALP,Australian Labor Party,DEL FABBRO,Letitia,2,2411,34.37
QLD,159,Fadden,35975,UAPP,United Australia Party,O'BRIEN,Nathan Grant,3,37495,LNP,Liberal National Party of Queensland,ROBERT,Stuart,5,4603,65.63
QLD,159,Fadden,38226,ON,Pauline Hanson's One Nation,ROACH,Sandy,4,37238,ALP,Australian Labor Party,DEL FABBRO,Letitia,2,3151,34.34
QLD,159,Fadden,38226,ON,Pauline Hanson's One Nation,ROACH,Sandy,4,37495,LNP,Liberal National Party of Queensland,ROBERT,Stuart,5,6026,65.66
QLD,159,Fadden,37349,GRN,Queensland Greens,SPAIN,Sally,6,37238,ALP,Australian Labor Party,DEL FABBRO,Letitia,2,8890,78.31
QLD,159,Fadden,37349,GRN,Queensland Greens,SPAIN,Sally,6,37495,LNP,Liberal National Party of Queensland,ROBERT,Stuart,5,2463,21.69
QLD,159,Fadden,37299,LDP,Liberal Democrats,FORBES,Alex,7,37238,ALP,Australian Labor Party,DEL FABBRO,Letitia,2,721,24.1
QLD,159,Fadden,37299,LDP,Liberal Democrats,FORBES,Alex,7,37495,LNP,Liberal National Party of Queensland,ROBERT,Stuart,5,2271,75.9
QLD,160,Fairfax,0,NA,NA,First Preferences,NA,0,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,22662,32.74
QLD,160,Fairfax,0,NA,NA,First Preferences,NA,0,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,46551,67.26
QLD,160,Fairfax,37165,IMO,Informed Medical Options Party,HAZELTON,Wendy,2,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,1150,57.59
QLD,160,Fairfax,37165,IMO,Informed Medical Options Party,HAZELTON,Wendy,2,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,847,42.41
QLD,160,Fairfax,37212,AJP,Animal Justice Party,POOLE,Tash,3,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,1336,61.23
QLD,160,Fairfax,37212,AJP,Animal Justice Party,POOLE,Tash,3,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,846,38.77
QLD,160,Fairfax,37804,IND,Independent,SMITH,Barry,4,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,751,52.78
QLD,160,Fairfax,37804,IND,Independent,SMITH,Barry,4,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,672,47.22
QLD,160,Fairfax,37352,GRN,Queensland Greens,ETHERIDGE,Sue,5,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,11464,82.7
QLD,160,Fairfax,37352,GRN,Queensland Greens,ETHERIDGE,Sue,5,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,2398,17.3
QLD,160,Fairfax,32079,IND,Independent,AUSTRALIE,Sinim Barbara,6,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,443,60.44
QLD,160,Fairfax,32079,IND,Independent,AUSTRALIE,Sinim Barbara,6,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,290,39.56
QLD,160,Fairfax,35976,UAPP,United Australia Party,KHOURY,Lisa,7,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,1715,27.97
QLD,160,Fairfax,35976,UAPP,United Australia Party,KHOURY,Lisa,7,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,4417,72.03
QLD,160,Fairfax,37732,GAP,The Great Australian Party,WHITE,Craig,9,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,682,51.71
QLD,160,Fairfax,37732,GAP,The Great Australian Party,WHITE,Craig,9,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,637,48.29
QLD,160,Fairfax,38228,ON,Pauline Hanson's One Nation,CIVITARESE,Nikki,10,37240,ALP,Australian Labor Party,FERGUSON,Sue,8,2348,34.54
QLD,160,Fairfax,38228,ON,Pauline Hanson's One Nation,CIVITARESE,Nikki,10,37499,LNP,Liberal National Party of Queensland,O'BRIEN,Ted,1,4450,65.46
QLD,161,Fisher,0,NA,NA,First Preferences,NA,0,37247,ALP,Australian Labor Party,ANDREWS,Judene,2,25313,34.52
QLD,161,Fisher,0,NA,NA,First Preferences,NA,0,37504,LNP,Liberal National Party of Queensland,WALLACE,Andrew,3,48013,65.48
QLD,161,Fisher,38230,ON,Pauline Hanson's One Nation,SCHRIEVER,Sam,1,37247,ALP,Australian Labor Party,ANDREWS,Judene,2,3548,35.12
QLD,161,Fisher,38230,ON,Pauline Hanson's One Nation,SCHRIEVER,Sam,1,37504,LNP,Liberal National Party of Queensland,WALLACE,Andrew,3,6554,64.88
QLD,161,Fisher,37213,AJP,Animal Justice Party,BRECKENRIDGE,Vickie,4,37247,ALP,Australian Labor Party,ANDREWS,Judene,2,1585,58.06
QLD,161,Fisher,37213,AJP,Animal Justice Party,BRECKENRIDGE,Vickie,4,37504,LNP,Liberal National Party of Queensland,WALLACE,Andrew,3,1145,41.94
QLD,161,Fisher,37354,GRN,Queensland Greens,WELLS,Renay,5,37247,ALP,Australian Labor Party,ANDREWS,Judene,2,12116,80.88
QLD,161,Fisher,37354,GRN,Queensland Greens,WELLS,Renay,5,37504,LNP,Liberal National Party of Queensland,WALLACE,Andrew,3,2865,19.12
QLD,161,Fisher,35978,UAPP,United Australia Party,MOORE,Tony Richard,6,37247,ALP,Australian Labor Party,ANDREWS,Judene,2,2276,30.94
QLD,161,Fisher,35978,UAPP,United Australia Party,MOORE,Tony Richard,6,37504,LNP,Liberal National Party of Queensland,WALLACE,Andrew,3,5079,69.06
QLD,311,Flynn,0,NA,NA,First Preferences,NA,0,37252,ALP,Australian Labor Party,BURNETT,Matt,1,30948,47.62
QLD,311,Flynn,0,NA,NA,First Preferences,NA,0,37512,LNP,Liberal National Party of Queensland,BOYCE,Colin,7,34046,52.38
QLD,311,Flynn,37358,GRN,Queensland Greens,BAMBRICK,Paul,2,37252,ALP,Australian Labor Party,BURNETT,Matt,1,3203,79.94
QLD,311,Flynn,37358,GRN,Queensland Greens,BAMBRICK,Paul,2,37512,LNP,Liberal National Party of Queensland,BOYCE,Colin,7,804,20.06
QLD,311,Flynn,37464,GAP,The Great Australian Party,SVENDSEN,Carla,3,37252,ALP,Australian Labor Party,BURNETT,Matt,1,861,42.79
QLD,311,Flynn,37464,GAP,The Great Australian Party,SVENDSEN,Carla,3,37512,LNP,Liberal National Party of Queensland,BOYCE,Colin,7,1151,57.21
QLD,311,Flynn,38232,ON,Pauline Hanson's One Nation,LOHSE,Sharon,4,37252,ALP,Australian Labor Party,BURNETT,Matt,1,3628,32.14
QLD,311,Flynn,38232,ON,Pauline Hanson's One Nation,LOHSE,Sharon,4,37512,LNP,Liberal National Party of Queensland,BOYCE,Colin,7,7659,67.86
QLD,311,Flynn,17322,IND,Independent,SCOTT,Duncan,5,37252,ALP,Australian Labor Party,BURNETT,Matt,1,1953,52.15
QLD,311,Flynn,17322,IND,Independent,SCOTT,Duncan,5,37512,LNP,Liberal National Party of Queensland,BOYCE,Colin,7,1792,47.85
QLD,311,Flynn,35979,UAPP,United Australia Party,WIEDEN,Tanya Maree,6,37252,ALP,Australian Labor Party,BURNETT,Matt,1,2036,32.49
QLD,311,Flynn,35979,UAPP,United Australia Party,WIEDEN,Tanya Maree,6,37512,LNP,Liberal National Party of Queensland,BOYCE,Colin,7,4230,67.51
QLD,162,Forde,0,NA,NA,First Preferences,NA,0,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,26497,43.14
QLD,162,Forde,0,NA,NA,First Preferences,NA,0,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,34920,56.86
QLD,162,Forde,35981,UAPP,United Australia Party,O'HALLORAN,Roxanne,1,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,2554,34.12
QLD,162,Forde,35981,UAPP,United Australia Party,O'HALLORAN,Roxanne,1,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,4931,65.88
QLD,162,Forde,37361,GRN,Queensland Greens,HALL,Jordan,3,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,7280,78.12
QLD,162,Forde,37361,GRN,Queensland Greens,HALL,Jordan,3,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,2039,21.88
QLD,162,Forde,36123,TNL,TNL,HOLLAND,Samuel,4,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,431,59.2
QLD,162,Forde,36123,TNL,TNL,HOLLAND,Samuel,4,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,297,40.8
QLD,162,Forde,38214,ON,Pauline Hanson's One Nation,MATTERSON,Seschelle,6,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,2711,35.77
QLD,162,Forde,38214,ON,Pauline Hanson's One Nation,MATTERSON,Seschelle,6,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,4867,64.23
QLD,162,Forde,37301,LDP,Liberal Democrats,SUTHERLAND,Tobby,7,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,750,28.11
QLD,162,Forde,37301,LDP,Liberal Democrats,SUTHERLAND,Tobby,7,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,1918,71.89
QLD,162,Forde,37414,IND,Independent,GREAVES,Christopher,8,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,1677,56.41
QLD,162,Forde,37414,IND,Independent,GREAVES,Christopher,8,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,1296,43.59
QLD,162,Forde,37200,AJP,Animal Justice Party,McCARTHY,Linda,9,37258,ALP,Australian Labor Party,HOLZBERGER,Rowan,5,1401,57.32
QLD,162,Forde,37200,AJP,Animal Justice Party,McCARTHY,Linda,9,37507,LNP,Liberal National Party of Queensland,VAN MANEN,Bert,2,1043,42.68
QLD,163,Griffith,0,NA,NA,First Preferences,NA,0,37364,GRN,Queensland Greens,CHANDLER-MATHER,Max,2,36771,52.94
QLD,163,Griffith,0,NA,NA,First Preferences,NA,0,37465,LNP,Liberal National Party of Queensland,ROBERTS,Olivia,5,32685,47.06
QLD,163,Griffith,38217,ON,Pauline Hanson's One Nation,WARE,Shari,1,37364,GRN,Queensland Greens,CHANDLER-MATHER,Max,2,1197,34.16
QLD,163,Griffith,38217,ON,Pauline Hanson's One Nation,WARE,Shari,1,37465,LNP,Liberal National Party of Queensland,ROBERTS,Olivia,5,2307,65.84
QLD,163,Griffith,37262,ALP,Australian Labor Party,BUTLER,Terri,3,37364,GRN,Queensland Greens,CHANDLER-MATHER,Max,2,25275,82.14
QLD,163,Griffith,37262,ALP,Australian Labor Party,BUTLER,Terri,3,37465,LNP,Liberal National Party of Queensland,ROBERTS,Olivia,5,5494,17.86
QLD,163,Griffith,35982,UAPP,United Australia Party,McMULLAN,Robert Gordon,4,37364,GRN,Queensland Greens,CHANDLER-MATHER,Max,2,1028,39.83
QLD,163,Griffith,35982,UAPP,United Australia Party,McMULLAN,Robert Gordon,4,37465,LNP,Liberal National Party of Queensland,ROBERTS,Olivia,5,1553,60.17
QLD,164,Groom,0,NA,NA,First Preferences,NA,0,36178,IND,Independent,HOLT,Suzie,6,7932,15.89
QLD,164,Groom,0,NA,NA,First Preferences,NA,0,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,41971,84.11
QLD,164,Groom,37777,CYA,Australian Federation Party,OTTO,Ryan,1,36178,IND,Independent,HOLT,Suzie,6,1128,73.29
QLD,164,Groom,37777,CYA,Australian Federation Party,OTTO,Ryan,1,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,411,26.71
QLD,164,Groom,38219,ON,Pauline Hanson's One Nation,ABRAHAM,Grant,2,36178,IND,Independent,HOLT,Suzie,6,4944,53.85
QLD,164,Groom,38219,ON,Pauline Hanson's One Nation,ABRAHAM,Grant,2,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,4237,46.15
QLD,164,Groom,37367,GRN,Queensland Greens,BERRY,Mickey,3,36178,IND,Independent,HOLT,Suzie,6,4592,81.77
QLD,164,Groom,37367,GRN,Queensland Greens,BERRY,Mickey,3,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,1024,18.23
QLD,164,Groom,35984,UAPP,United Australia Party,BANNISTER,Melissa,4,36178,IND,Independent,HOLT,Suzie,6,3346,67.98
QLD,164,Groom,35984,UAPP,United Australia Party,BANNISTER,Melissa,4,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,1576,32.02
QLD,164,Groom,37615,IND,Independent,SMOLENSKI,Kirstie,5,36178,IND,Independent,HOLT,Suzie,6,5388,78.57
QLD,164,Groom,37615,IND,Independent,SMOLENSKI,Kirstie,5,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,1470,21.43
QLD,164,Groom,37236,ALP,Australian Labor Party,ALLPASS,Gen,8,36178,IND,Independent,HOLT,Suzie,6,14062,78.19
QLD,164,Groom,37236,ALP,Australian Labor Party,ALLPASS,Gen,8,37470,LNP,Liberal National Party of Queensland,HAMILTON,Garth,7,3923,21.81
QLD,165,Herbert,0,NA,NA,First Preferences,NA,0,37239,ALP,Australian Labor Party,RING,John,2,19971,31.49
QLD,165,Herbert,0,NA,NA,First Preferences,NA,0,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,43453,68.51
QLD,165,Herbert,37167,IMO,Informed Medical Options Party,McMAHON,Toni,1,37239,ALP,Australian Labor Party,RING,John,2,926,55.85
QLD,165,Herbert,37167,IMO,Informed Medical Options Party,McMAHON,Toni,1,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,732,44.15
QLD,165,Herbert,37330,GRN,Queensland Greens,HUMPHREYS,Scott,3,37239,ALP,Australian Labor Party,RING,John,2,6265,82.48
QLD,165,Herbert,37330,GRN,Queensland Greens,HUMPHREYS,Scott,3,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,1331,17.52
QLD,165,Herbert,37720,GAP,The Great Australian Party,BALLARD,Larna,4,37239,ALP,Australian Labor Party,RING,John,2,323,43.12
QLD,165,Herbert,37720,GAP,The Great Australian Party,BALLARD,Larna,4,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,426,56.88
QLD,165,Herbert,37411,IND,Independent,EGAN,Angela,6,37239,ALP,Australian Labor Party,RING,John,2,1903,63.79
QLD,165,Herbert,37411,IND,Independent,EGAN,Angela,6,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,1080,36.21
QLD,165,Herbert,35955,IND,Independent,CLARE,Steven,7,37239,ALP,Australian Labor Party,RING,John,2,422,44.8
QLD,165,Herbert,35955,IND,Independent,CLARE,Steven,7,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,520,55.2
QLD,165,Herbert,35990,UAPP,United Australia Party,DOWLING,Greg Ian,8,37239,ALP,Australian Labor Party,RING,John,2,798,33.49
QLD,165,Herbert,35990,UAPP,United Australia Party,DOWLING,Greg Ian,8,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,1585,66.51
QLD,165,Herbert,37295,KAP,Katter's Australian Party (KAP),HAWKS,Clynton,9,37239,ALP,Australian Labor Party,RING,John,2,2514,38.84
QLD,165,Herbert,37295,KAP,Katter's Australian Party (KAP),HAWKS,Clynton,9,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,3958,61.16
QLD,165,Herbert,37218,AJP,Animal Justice Party,MCCORMACK,Toni,10,37239,ALP,Australian Labor Party,RING,John,2,775,57.03
QLD,165,Herbert,37218,AJP,Animal Justice Party,MCCORMACK,Toni,10,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,584,42.97
QLD,165,Herbert,38221,ON,Pauline Hanson's One Nation,PEPE,Diane,11,37239,ALP,Australian Labor Party,RING,John,2,1440,29.54
QLD,165,Herbert,38221,ON,Pauline Hanson's One Nation,PEPE,Diane,11,37471,LNP,Liberal National Party of Queensland,THOMPSON,Phillip,5,3434,70.46
QLD,166,Hinkler,0,NA,NA,First Preferences,NA,0,37242,ALP,Australian Labor Party,SCANES,Jason,4,23634,35.62
QLD,166,Hinkler,0,NA,NA,First Preferences,NA,0,37476,LNP,Liberal National Party of Queensland,PITT,Keith,1,42720,64.38
QLD,166,Hinkler,35986,UAPP,United Australia Party,NASH,Kristie,2,37242,ALP,Australian Labor Party,SCANES,Jason,4,2619,35.31
QLD,166,Hinkler,35986,UAPP,United Australia Party,NASH,Kristie,2,37476,LNP,Liberal National Party of Queensland,PITT,Keith,1,4798,64.69
QLD,166,Hinkler,38223,ON,Pauline Hanson's One Nation,MENHENNETT,Zak,3,37242,ALP,Australian Labor Party,SCANES,Jason,4,3013,34.1
QLD,166,Hinkler,38223,ON,Pauline Hanson's One Nation,MENHENNETT,Zak,3,37476,LNP,Liberal National Party of Queensland,PITT,Keith,1,5824,65.9
QLD,166,Hinkler,37335,GRN,Queensland Greens,McLEAN,Andrew,5,37242,ALP,Australian Labor Party,SCANES,Jason,4,4419,79.45
QLD,166,Hinkler,37335,GRN,Queensland Greens,McLEAN,Andrew,5,37476,LNP,Liberal National Party of Queensland,PITT,Keith,1,1143,20.55
QLD,166,Hinkler,36247,IND,Independent,DEMPSEY,Jack,6,37242,ALP,Australian Labor Party,SCANES,Jason,4,6803,51.4
QLD,166,Hinkler,36247,IND,Independent,DEMPSEY,Jack,6,37476,LNP,Liberal National Party of Queensland,PITT,Keith,1,6433,48.6
QLD,167,Kennedy,0,NA,NA,First Preferences,NA,0,37304,KAP,Katter's Australian Party (KAP),KATTER,Bob,1,39036,59.67
QLD,167,Kennedy,0,NA,NA,First Preferences,NA,0,37474,LNP,Liberal National Party of Queensland,MACDONALD,Bryce,2,26387,40.33
QLD,167,Kennedy,36118,IND,Independent,SACKLEY,Jen,3,37304,KAP,Katter's Australian Party (KAP),KATTER,Bob,1,2037,68.33
QLD,167,Kennedy,36118,IND,Independent,SACKLEY,Jen,3,37474,LNP,Liberal National Party of Queensland,MACDONALD,Bryce,2,944,31.67
QLD,167,Kennedy,37339,GRN,Queensland Greens,COX,Jennifer,4,37304,KAP,Katter's Australian Party (KAP),KATTER,Bob,1,3861,64.21
QLD,167,Kennedy,37339,GRN,Queensland Greens,COX,Jennifer,4,37474,LNP,Liberal National Party of Queensland,MACDONALD,Bryce,2,2152,35.79
QLD,167,Kennedy,37249,ALP,Australian Labor Party,BRANDON,Jason,5,37304,KAP,Katter's Australian Party (KAP),KATTER,Bob,1,10923,72.66
QLD,167,Kennedy,37249,ALP,Australian Labor Party,BRANDON,Jason,5,37474,LNP,Liberal National Party of Queensland,MACDONALD,Bryce,2,4110,27.34
QLD,167,Kennedy,35991,UAPP,United Australia Party,CAMPION,Peter,6,37304,KAP,Katter's Australian Party (KAP),KATTER,Bob,1,3203,77.11
QLD,167,Kennedy,35991,UAPP,United Australia Party,CAMPION,Peter,6,37474,LNP,Liberal National Party of Queensland,MACDONALD,Bryce,2,951,22.89
QLD,168,Leichhardt,0,NA,NA,First Preferences,NA,0,37251,ALP,Australian Labor Party,FAITH,Elida,11,25312,42.93
QLD,168,Leichhardt,0,NA,NA,First Preferences,NA,0,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,33652,57.07
QLD,168,Leichhardt,36042,SAL,Socialist Alliance,O'SHANE,Pat,1,37251,ALP,Australian Labor Party,FAITH,Elida,11,2240,60.07
QLD,168,Leichhardt,36042,SAL,Socialist Alliance,O'SHANE,Pat,1,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,1489,39.93
QLD,168,Leichhardt,37158,IMO,Informed Medical Options Party,MOGOROVICH,Silvia,2,37251,ALP,Australian Labor Party,FAITH,Elida,11,689,41.99
QLD,168,Leichhardt,37158,IMO,Informed Medical Options Party,MOGOROVICH,Silvia,2,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,952,58.01
QLD,168,Leichhardt,37310,KAP,Katter's Australian Party (KAP),JENSEN,Rod,4,37251,ALP,Australian Labor Party,FAITH,Elida,11,2125,41.13
QLD,168,Leichhardt,37310,KAP,Katter's Australian Party (KAP),JENSEN,Rod,4,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,3041,58.87
QLD,168,Leichhardt,37424,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",CROPP,Adam,5,37251,ALP,Australian Labor Party,FAITH,Elida,11,593,63.76
QLD,168,Leichhardt,37424,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",CROPP,Adam,5,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,337,36.24
QLD,168,Leichhardt,37221,AJP,Animal Justice Party,BAYLY,Susanne,6,37251,ALP,Australian Labor Party,FAITH,Elida,11,694,55.39
QLD,168,Leichhardt,37221,AJP,Animal Justice Party,BAYLY,Susanne,6,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,559,44.61
QLD,168,Leichhardt,37342,GRN,Queensland Greens,MUSUMECI,Phillip,7,37251,ALP,Australian Labor Party,FAITH,Elida,11,7598,83.1
QLD,168,Leichhardt,37342,GRN,Queensland Greens,MUSUMECI,Phillip,7,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,1545,16.9
QLD,168,Leichhardt,35993,UAPP,United Australia Party,HANNAGAN,Daniel Lucas,8,37251,ALP,Australian Labor Party,FAITH,Elida,11,1248,34.73
QLD,168,Leichhardt,35993,UAPP,United Australia Party,HANNAGAN,Daniel Lucas,8,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,2345,65.27
QLD,168,Leichhardt,38224,ON,Pauline Hanson's One Nation,COURT,Geena,9,37251,ALP,Australian Labor Party,FAITH,Elida,11,1997,29.27
QLD,168,Leichhardt,38224,ON,Pauline Hanson's One Nation,COURT,Geena,9,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,4825,70.73
QLD,168,Leichhardt,37832,CYA,Australian Federation Party,ROE,Paul,10,37251,ALP,Australian Labor Party,FAITH,Elida,11,201,43.13
QLD,168,Leichhardt,37832,CYA,Australian Federation Party,ROE,Paul,10,37480,LNP,Liberal National Party of Queensland,ENTSCH,Warren,3,265,56.87
QLD,169,Lilley,0,NA,NA,First Preferences,NA,0,37254,ALP,Australian Labor Party,WELLS,Anika,6,41424,58.38
QLD,169,Lilley,0,NA,NA,First Preferences,NA,0,37488,LNP,Liberal National Party of Queensland,LOBO,Vivian,3,29530,41.62
QLD,169,Lilley,35998,UAPP,United Australia Party,HOOGLAND,Gerardine Louise,1,37254,ALP,Australian Labor Party,WELLS,Anika,6,1045,31.48
QLD,169,Lilley,35998,UAPP,United Australia Party,HOOGLAND,Gerardine Louise,1,37488,LNP,Liberal National Party of Queensland,LOBO,Vivian,3,2275,68.52
QLD,169,Lilley,37344,GRN,Queensland Greens,STEVENS,Melissa,2,37254,ALP,Australian Labor Party,WELLS,Anika,6,14749,87.19
QLD,169,Lilley,37344,GRN,Queensland Greens,STEVENS,Melissa,2,37488,LNP,Liberal National Party of Queensland,LOBO,Vivian,3,2167,12.81
QLD,169,Lilley,37161,IMO,Informed Medical Options Party,McGRATH,Stephen,4,37254,ALP,Australian Labor Party,WELLS,Anika,6,635,46.08
QLD,169,Lilley,37161,IMO,Informed Medical Options Party,McGRATH,Stephen,4,37488,LNP,Liberal National Party of Queensland,LOBO,Vivian,3,743,53.92
